FID,SHAPE,BEZNR,ZBEZNR,ZGEBNR,BEZ,ZBEZ,ZGEB,FLAECHE,UMFANG,AKT_TIMESTAMP,SE_SDO_ROWID,SE_ANNO_CAD_DATA
ZAEHLGEBIETOGD.1139922,"POLYGON ((16.275034661541063 48.188719382649765, 16.27487191881434 48.1887248719442, 16.27488660168471 48.188931453751, 16.27488296555254 48.18893549875995, 16.27487812005119 48.18893864380445, 16.27487206582296 48.18894034929215, 16.27349250995198 48.18898808022362, 16.2732878018708 48.18899552293649, 16.272495466942555 48.189023056493085, 16.272167290580136 48.189032857049746, 16.27308754184583 48.188006789981884, 16.27329693410242 48.18779466472798, 16.273333709074212 48.18774621139562, 16.273540290612072 48.18752122386479, 16.274682930275162 48.186268545599624, 16.274856669347397 48.18628302735675, 16.27483932952503 48.18616259901162, 16.274526272182076 48.186140758246744, 16.27393409739634 48.18605680291121, 16.273439564377757 48.185970109850494, 16.273008116409336 48.18587544531505, 16.272663200101643 48.185626143638316, 16.27290957925907 48.18551395399473, 16.27322603897768 48.1853891217112, 16.27358833672399 48.18528023145834, 16.27393337570819 48.18520721366098, 16.274307699198452 48.18516074054129, 16.274713329129547 48.185137305539165, 16.274690279181165 48.18495661956461, 16.275607215118107 48.18492967604503, 16.27589287147341 48.18491696559245, 16.27709344272284 48.18487900671397, 16.27725940062156 48.184873515916784, 16.278378738504387 48.184839009394864, 16.278748043270532 48.18482498480077, 16.28104967473541 48.18473392863162, 16.28106868840956 48.18493709444062, 16.281199279147046 48.18606400646029, 16.281192309238346 48.186168144533774, 16.281330891281993 48.187247485890346, 16.280672534699054 48.18727864685923, 16.28042667686166 48.187289769671224, 16.279856292000883 48.18730541024477, 16.279686964300947 48.187310903137266, 16.2797333602237 48.187558958617466, 16.279792759381213 48.18833761978361, 16.279823219660834 48.188769848290974, 16.278825243796273 48.18880478907033, 16.277598486390634 48.18884634999104, 16.27758866932404 48.18884553561018, 16.277579256862005 48.18884373218137, 16.27757038360033 48.18884084984112, 16.27756231842306 48.18883697865846, 16.27755358334102 48.18883085883226, 16.277547135869003 48.188823660984625, 16.277542975699358 48.188815654912084, 16.277528120558987 48.18863290535656, 16.275034661541063 48.188719382649765))",13,4,5,13,1304,13045,231556.2839,2403.32,2021-06-10,1139922,
ZAEHLGEBIETOGD.1140125,"POLYGON ((16.409250154491506 48.27797726232673, 16.409345608115842 48.27811830276443, 16.409443766347444 48.27826599626346, 16.409461591991032 48.27829503249389, 16.409640264456716 48.27849906092697, 16.409730594886263 48.27863623729202, 16.409923855600432 48.27895815502845, 16.4100428885981 48.27919108885129, 16.41004948971379 48.27919063495052, 16.41030059509402 48.27963383124166, 16.410436744911458 48.27986855218987, 16.41050428194852 48.279986317636144, 16.410554025217145 48.280097619563, 16.410566149553024 48.2800965325397, 16.410752017661963 48.28042321991754, 16.410888309403916 48.280660008611754, 16.411218060840106 48.28125027809256, 16.411386370155242 48.28154199284289, 16.411493104985276 48.28174111920308, 16.41161296174402 48.281975219846814, 16.41032503221881 48.28162056314361, 16.409639233174353 48.281439434101564, 16.409030962043406 48.28138811161741, 16.408914618258343 48.28134115167388, 16.40829056468224 48.281275446371104, 16.40820867862573 48.281298969674886, 16.408149429705034 48.28132364782832, 16.407942303022676 48.28139257442964, 16.407749177742062 48.281453937755856, 16.40727823345136 48.28152059921194, 16.407125747068573 48.281545784201086, 16.406778703216794 48.28166992256575, 16.406729943268445 48.28158289970128, 16.406577443515406 48.281402952216204, 16.406455190231224 48.281466158426056, 16.406312314504724 48.28152389133879, 16.406075848547236 48.28161954189258, 16.405928105618276 48.2814680986595, 16.406077114196254 48.281362609326585, 16.40600795162166 48.28123234194108, 16.40579978144233 48.28083353610478, 16.405605083153088 48.28013354399094, 16.405625238455283 48.27999413929551, 16.405627215556667 48.279664182541175, 16.40557279716805 48.27917733087392, 16.405537834276917 48.27902797717533, 16.40536700726264 48.27853750847982, 16.40533252741785 48.27844571004181, 16.405195382443758 48.27805243580936, 16.405162640124505 48.27794984458632, 16.405000866752452 48.2774741184467, 16.40492729688926 48.27726642264167, 16.404023285732602 48.27563642694921, 16.404006405350724 48.27560604034344, 16.403570626784006 48.27482039244658, 16.403553881776585 48.274790095621334, 16.403205192591294 48.27414441723785, 16.403010097714514 48.273712863435485, 16.405024058573794 48.27318440912634, 16.40576337461575 48.272989533019356, 16.406384318133313 48.272828178855214, 16.406501913967315 48.2731157054376, 16.406554039495862 48.27320722300091, 16.406601711229996 48.27319478331954, 16.407037089973834 48.27396000592486, 16.407089632064064 48.27405916708804, 16.407465456334034 48.27471084221903, 16.407435287365505 48.274716526586595, 16.40754714013843 48.27493588807986, 16.407623188626154 48.27508035945159, 16.407935344973474 48.27566507415717, 16.40822293594368 48.27621212240976, 16.408244220637542 48.27621111981171, 16.408359986972016 48.27643038807023, 16.408467823548513 48.276662341426665, 16.408776592394368 48.27721980682274, 16.408938909911225 48.277485719038886, 16.409250154491506 48.27797726232673))",21,11,0,21,2111,21110,290790.6606,2749.16,2023-02-14,1140125,
ZAEHLGEBIETOGD.1140126,"POLYGON ((16.33910893474122 48.22365605400617, 16.338977449680705 48.22372116785399, 16.33808113576431 48.22417767958738, 16.33795382021902 48.22424270225347, 16.33725088713612 48.22459668218581, 16.336661793913365 48.22397957674978, 16.336592346224986 48.223809066928155, 16.33643932232631 48.223650967923184, 16.33641819267319 48.2236601410085, 16.336355206873694 48.22359530056062, 16.336248077807014 48.22355294304411, 16.335977026156876 48.22327235681086, 16.335939073815997 48.22321605963974, 16.336704308284993 48.22283996414609, 16.33673095451743 48.22276316245534, 16.337756316749253 48.22225063193783, 16.337854152242404 48.2221211290117, 16.338080647676158 48.22204477334811, 16.33824052541949 48.221967878936, 16.338434317774013 48.221913286628244, 16.338453967790645 48.22194296363233, 16.339014752085767 48.22178026435899, 16.339001965600485 48.22175499392024, 16.33941767307942 48.22163681243071, 16.339553998986947 48.221599666623675, 16.33957862851115 48.221622958144614, 16.34020938519451 48.22144361352823, 16.34019336807817 48.221415285664186, 16.3404314314134 48.221348008030944, 16.34044623732821 48.221375076866586, 16.340808781527866 48.22127200086259, 16.340981844672275 48.22122918614545, 16.341078349854214 48.221360571982295, 16.3416680282068 48.222195019604996, 16.34175215551394 48.22232622559506, 16.34185169643827 48.223085332767496, 16.341672433319108 48.22309496434653, 16.340511140720047 48.223346463832776, 16.340379520584015 48.22337524695383, 16.33910893474122 48.22365605400617))",18,3,4,18,1803,18034,82487.0437,1251.32,2024-04-05,1140126,
ZAEHLGEBIETOGD.1140127,"POLYGON ((16.408050346730146 48.22344748276516, 16.407390911097494 48.223949262116186, 16.40697900178087 48.22428154415272, 16.40671955732088 48.2245040146311, 16.406513482366588 48.22438911869299, 16.40575224108354 48.223976347340695, 16.405546437633117 48.223860010590094, 16.404762336735065 48.22345021420282, 16.40447344618555 48.22329372574811, 16.40371008742849 48.22288337021108, 16.403648375655507 48.22282782881495, 16.40507989908719 48.221707600207964, 16.40526152789411 48.22156845681894, 16.40597390389967 48.22101278827444, 16.40613374737395 48.220889035036706, 16.407092020207987 48.221436669792546, 16.40692019761089 48.221558812967, 16.406152626319912 48.22209977221305, 16.405982539258822 48.222214898252105, 16.40626888814631 48.2223837051194, 16.406990829446716 48.22280908783519, 16.40717387585106 48.222916982536, 16.40788600693895 48.22334191600323, 16.408050346730146 48.22344748276516))",2,9,2,2,209,2092,57918.2405,1151.49,2019-01-04,1140127,
ZAEHLGEBIETOGD.1140128,"POLYGON ((16.386802021666384 48.22182755704308, 16.38739984227396 48.22171181948219, 16.387596963211116 48.22167449961084, 16.388391373891068 48.221533397817595, 16.388575711960833 48.221499499484864, 16.389522814799587 48.22131164552923, 16.38962112535459 48.221248377873316, 16.389579899750967 48.221463603312905, 16.389338748839492 48.22251411591375, 16.389261980479844 48.222848606886515, 16.389112877289556 48.22351300006532, 16.38853643911079 48.223761026016845, 16.38837030075704 48.22383313689165, 16.387857223818557 48.22406008659718, 16.38741053741755 48.22312050249848, 16.387350249708213 48.22299120785931, 16.387132434003064 48.22252384067032, 16.387069319889502 48.2223929283583, 16.386865135470373 48.22195954869349, 16.386802021666384 48.22182755704308))",2,2,5,2,202,2025,38610.057,846.67,2018-03-16,1140128,
ZAEHLGEBIETOGD.1140129,"POLYGON ((16.327511396509962 48.22130766487778, 16.327241650853328 48.220821924122575, 16.327145595867268 48.22063261075893, 16.327377888629158 48.22054917201351, 16.328803519373615 48.220078209096805, 16.32894321549216 48.22002443872998, 16.32906229207118 48.220186232949146, 16.329391801172665 48.220690139141404, 16.32946459001908 48.22082270247378, 16.32978078534889 48.221314915628085, 16.329873763475785 48.22144226375548, 16.3301685708964 48.221912441407724, 16.33026235811103 48.22204365630572, 16.330978077548288 48.22317206120066, 16.330808090505815 48.22325811805418, 16.33014281230313 48.22355018341004, 16.329964884200876 48.22361888181798, 16.32916661904635 48.22396777111406, 16.32848069925398 48.22264753308448, 16.328408045718884 48.222509753150774, 16.328156050700088 48.222018260202475, 16.32808003358607 48.22188596564021, 16.3278271052846 48.221378464034125, 16.327743686944498 48.22125381288816, 16.327511396509962 48.22130766487778))",17,1,4,17,1701,17014,57945.2019,1110.18,2018-03-16,1140129,
ZAEHLGEBIETOGD.1140130,"POLYGON ((16.403711838247872 48.2186973240403, 16.403714218683476 48.21886981146559, 16.40372018780862 48.21941677196457, 16.403662816866557 48.219588664999876, 16.402814180088864 48.22030087952746, 16.402826337715652 48.22033612564837, 16.40268014223664 48.220404018877886, 16.402615839238646 48.22042267196208, 16.401658654112133 48.22120068062588, 16.40157395602018 48.221267997740235, 16.401230335098674 48.22155183721666, 16.40108652381366 48.221487707515614, 16.40044348475557 48.22114758853362, 16.40015663909168 48.22099117795823, 16.399444389031384 48.22060963347072, 16.399331405389205 48.22054944155227, 16.39883921102463 48.22028872994353, 16.39906732476808 48.219857023451716, 16.399201727565245 48.21960819892071, 16.39926248100317 48.21943891427015, 16.400988636763515 48.219427700087564, 16.40098578323744 48.21887390288887, 16.40098086046035 48.218705643629555, 16.401238020549176 48.21870127132849, 16.403456422271557 48.218697474066325, 16.403711838247872 48.2186973240403))",2,7,4,2,207,2074,67418.6071,1123.38,2018-03-16,1140130,
ZAEHLGEBIETOGD.1140131,"POLYGON ((16.322257333789512 48.21529963293717, 16.32217982794249 48.21529206935285, 16.32144957803651 48.21522300134586, 16.321228497743974 48.21520480686031, 16.320561223607815 48.21514140700634, 16.320344314821092 48.215125099947144, 16.31923973649067 48.21500317626703, 16.319217569390595 48.21489471543486, 16.319121326692816 48.21417362915605, 16.319107235495228 48.21405986350667, 16.319044828404902 48.21356801791568, 16.31906574178775 48.21339589175513, 16.319574903176886 48.21340684758403, 16.319686854457153 48.213408212548416, 16.320457328547583 48.213412546421196, 16.32055986163518 48.21341130123869, 16.32176751298565 48.21341478508902, 16.32190099426436 48.21341345261956, 16.322477840038335 48.21341972745501, 16.322481697744095 48.21358799009873, 16.322464827769092 48.21377792382561, 16.32240168517711 48.21441490242718, 16.322334870885733 48.21519028531413, 16.32233620166287 48.21524586323945, 16.322260712530422 48.215244954893016, 16.322257333789512 48.21529963293717))",16,4,2,16,1604,16042,47323.6734,874.85,2018-03-16,1140131,
ZAEHLGEBIETOGD.1140132,"POLYGON ((16.30893015593825 48.21299150326011, 16.309871179017108 48.21285196753234, 16.31012241314678 48.21281578199143, 16.310957123076445 48.212692401052365, 16.31100736477047 48.21286067421909, 16.31102081475081 48.21287218840556, 16.311029152048622 48.21288280216085, 16.311032510033407 48.21289494367098, 16.31103210045101 48.21290708436115, 16.311026442962998 48.21291967356763, 16.31101339295423 48.21291571373167, 16.310742710161545 48.2133725074745, 16.310711260879888 48.213569990537756, 16.310702097413195 48.21359741768257, 16.310478213360415 48.21382705362791, 16.310193634190906 48.214337801920045, 16.310069515182896 48.214712249425325, 16.309154562562647 48.21485341160522, 16.30843971661824 48.21495972124557, 16.30830886694214 48.214565159511785, 16.308179813884358 48.214582934770476, 16.308301108411015 48.21497812386577, 16.307936686166244 48.21503253391948, 16.30794835340768 48.21510493176214, 16.307402006832938 48.21515093186329, 16.307322085062033 48.21513661278577, 16.307190743836944 48.21515231793255, 16.307158722909932 48.21514376638211, 16.307024064368605 48.21460054518844, 16.306972381161025 48.21438406658888, 16.306744398635303 48.21350753452198, 16.30668689971781 48.213347081714396, 16.30759389711099 48.213199282222426, 16.307803282711003 48.213171634896405, 16.308740815692083 48.21302833043563, 16.30893015593825 48.21299150326011))",16,6,6,16,1606,16066,56519.8965,1088.57,2018-03-16,1140132,
ZAEHLGEBIETOGD.1140133,"POLYGON ((16.351115330400834 48.21495386612853, 16.3511208165682 48.21484873529294, 16.351198848471 48.21343418968889, 16.35119448578031 48.213241376720724, 16.351489443751042 48.211929144034585, 16.351526005471186 48.2118069219215, 16.352817100666478 48.211983546640916, 16.352920573487765 48.211986858978555, 16.353330311987076 48.21205433684329, 16.353464063889533 48.21207032450813, 16.353451996883535 48.21219677031757, 16.353415369921727 48.212511267028454, 16.353361547617492 48.2129095826424, 16.35334163268794 48.212907697073504, 16.353327416487595 48.21304664368006, 16.35334168200903 48.21305419579789, 16.353319023887657 48.21329782415775, 16.35328767209362 48.21329782886226, 16.353279244776324 48.21344621741265, 16.353293373942076 48.213448103860046, 16.353155748681978 48.214741252013816, 16.353144878559807 48.214829296732525, 16.351115330400834 48.21495386612853))",8,1,3,8,801,8013,50330.3689,963.52,2018-03-16,1140133,
